Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working,
Tsentr Ortopedii I Reabilitatsii Kinetik,· Medical Center,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.6,-24,Байтурсынова 5 Highvill,· 8 (775) 241 3300,⋅ Closes 6 PM,Open,http://kinetik.kz/,
"""INFINITY LIFE"" медицина орталығы",· Physical therapy clinic,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.3,-45,Qabanbay Batyr Ave 40,· 8 (747) 095 3961,⋅ Closes 4 PM,Open,https://infinity-life.kz/,
"Реабилитационный центр «Ренессанс» | Лечение алкоголизма, наркомании, игромании в Астане",· Medical Center,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.8,-35,Shashu Way 15,· 8 (708) 498 0057,,Open 24 hours,http://renessans-astana.kz/,
Republican Children's Rehabilitation Center,· Medical Center,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.4,-101,Turan Ave 36,· 8 (7172) 51 15 55,⋅ Opens 8:30 AM Mon,Closed,https://nccr.kz/ru/,
Klinika Lecheniya Sustavov I Pozvonochnika,· Medical Center,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,5,-6,Kenesary St 61,· 8 (700) 310 2040,⋅ Closes 3 PM,Open,https://www.instagram.com/p/CHIyVcsJnnn/?igshid=1fhe6c4hd3374,
"Too ""Klinika Pozvonochnika""",· Medical clinic,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.8,-19,Agybay Batyr St 5,· 8 (707) 577 0022,⋅ Closes 2 PM,Open,http://pozvonochnik.kz/,
Kinetik,· Medical Center,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,5,-1,Ahmeta Bajtursynova St 5,· 8 (707) 775 1300,⋅ Closes 6 PM,Open,http://kinetik.kz/,
Klinika Mental'nogo Zdorov'ya,· Psychiatrist,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.6,-11,"район Есиль, ж.м. Ильинка, ул. М.С. Бабажанова 51",· 8 (708) 425 2557,,Open 24 hours,https://mentalclinic.kz/,
Manual'nyy Terapevt.,· Physical therapist,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,5,-33,Iliyas Yesenberlin St 38,· 8 (701) 948 7119,⋅ Opens 10 AM Mon,Closed,,
"Tsentr Doktora Bubnovskogo ""Kinezis""",· Gym,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.7,-58,Astana,· 8 (777) 133 0403,⋅ Closes 4 PM,Open,http://www.kinezis.kz/,
Tsentr Ortopedii,· Hospital,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.3,-15,"2,, Ghabit Musrepov St 10",· 8 (7172) 72 93 08,⋅ Closes 2 PM,Open,,
Dos Medicus,· Halfway house,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4,-4,Yqylas Dukenuly St 1/1,· 8 (705) 296 2569,,Open 24 hours,http://dosmedicus.kz/,
Akademiya Ortopedii,· Medical Center,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4,-18,"д, Shokan Valikhanov Street 12",· 8 (7172) 65 11 90,⋅ Closes 8 PM,Open,,
Amanat Rehab Nur-Sultan,· Halfway house,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,5,-1,"пр, Abylay Khan Ave 16\1",,,,,
"ЦЕНТР МАНУАЛЬНОЙ ТЕРАПИИ ""МЕДАРТ""",· Bonesetting house,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,5,-3,Qanysh Satbaev St 7/1,8 (701) 555 8299,,,,
Doktor Terent'yev-Manual'nyy Terapevt,· Chiropractor,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,5,-5,"НИИ травматологии и ортопедии, пр. Абылай Хана, 15 а РГКП, административный корпус, 1 этаж, каб. № 8",8 (701) 524 6261,,,http://dr-terentiev.kz/?page_id=682,
President Administration Hospital,· Medical Center,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.1,-284,Е 495 временный адрес,· 8 (7172) 70 80 90,⋅ Closes 2 PM,Open,https://bmcudp.kz/kz/,
Стоматология TEYA CLINIC,· Dental clinic,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.2,-5,Qabanbay Batyr Ave 40,· 8 (777) 614 6235,⋅ Closes 4 PM,Open,https://taplink.cc/teya_clinic,
Saryarqa Republican Cycle Track,· Swimming school,Physical Therapy & Rehabilitation Clinic,Astana,Kazakhstan,4.6,(1.4K),Qabanbay Batyr Ave 45А,· 8 (7172) 70 71 79,,Open now,http://velotrek.kz/,
Ортопедический Центр-ORTO CLINIC,· Orthopedic clinic,Orthopedic clinic ,Astana,Kazakhstan,4,-4,Zheltoqsan St 19,· 8 (707) 756 5689,⋅ Closes 7 PM,Open,https://ortopedia-shymkent.kz/,
Detskiy Ortoped V Shymkente - Utebayev Yerkebulan Yesengeldiyevich,· Orthopedic clinic,Orthopedic clinic ,Astana,Kazakhstan,5,-2,Zheltoqsan St 19 А,· 8 (707) 756 5689,⋅ Closes 5 PM,Open,https://ortopedia-shymkent.kz/,
Promed Clinic Центр лечения позвоночника и суставов,· Medical clinic,Orthopedic clinic ,Astana,Kazakhstan,5,-1,Muhammed Haidar Dulati St 176/1,· 8 (700) 811 1010,⋅ Closes 10 PM,Open,https://promedclinic.kz/,
Doctor Orynbayeva,· Medical Center,Orthopedic clinic ,Astana,Kazakhstan,3.6,-91,Ulitsa M.smatlayev 60,· 8 (7252) 40 07 03,⋅ Closes 4 PM,Open,,
Meditsinskiy Tsentr Bolezney Sustavov,· Medical clinic,Orthopedic clinic ,Astana,Kazakhstan,4.3,-46,улица Сасбукаева 32а,· 8 (7252) 43 22 55,⋅ Opens 9 AM Mon,Closed,http://sustav-med.kz/,
Jak Med,· Medical clinic,Orthopedic clinic ,Astana,Kazakhstan,4.5,-13,"ул. ​Тамерлановское шоссе, 46/43",,,Open 24 hours,https://www.instagram.com/jakmed_shymkent/,
Oblastnaya Klinicheskaya Bol'nitsa,· Hospital,Orthopedic clinic ,Astana,Kazakhstan,3.5,-154,"8J73+W5G, Mayly Kozha",· 8 (7252) 53 63 11,⋅ Closes 8 PM,Open,,
Asia Med,· Fertility clinic,Orthopedic clinic ,Astana,Kazakhstan,4.2,-21,Микрорайон Спортивный д. 23,,,,,
One Clinic центр лечение боли,· Medical group,Orthopedic clinic ,Astana,Kazakhstan,5,-2,Abay Ave 42а,· 8 (700) 990 9001,⋅ Closes 7 PM,Open,http://oneclinicshym.kz/,
Мед Центр SUNKAR,· Hospital,Orthopedic clinic ,Astana,Kazakhstan,3.8,-101,8JG3+2FP,· 8 (7252) 53 09 94,⋅ Closes 5 PM,Open,,
Gorodskoy Onkologicheskiy Tsentr,· Hospital,Oncological clinics,Shymkent,Kazakhstan,3.1,-53,Baytursynov St 85А,8 (7252) 36 11 13,,,"https://www.google.com/maps/dir//Gorodskoy+Onkologicheskiy+Tsentr,+Baytursynov+St+85%D0%90,+Shymkent+160050/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91c43fcf8d6fb:0x168e8a13e06acad0?sa=X&ved=1t:57443&ictx=111",
Oblastnaya Klinicheskaya Bol'nitsa,· Hospital,Oncological clinics,Shymkent,Kazakhstan,3.5,-154,"8J73+W5G, Mayly Kozha",· 8 (7252) 53 63 11,⋅ Closes 8 PM,Open,"https://www.google.com/maps/dir//8J73%2BW5G+Oblastnaya+Klinicheskaya+Bol'nitsa,+Mayly+Kozha,+Shymkent+160000/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91e9967bbd8a1:0x78b9fc13d542f461?sa=X&ved=1t:57443&ictx=111",
Doctor Orynbayeva,· Medical Center,Oncological clinics,Shymkent,Kazakhstan,3.6,-91,Ulitsa M.smatlayev 60,· 8 (7252) 40 07 03,⋅ Closes 4 PM,Open,"https://www.google.com/maps/dir//Doctor+Orynbayeva,+Ulitsa+M.smatlayev+60,+Shymkent+160009/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91e5e2ee3ef37:0x6b00514a5ded5deb?sa=X&ved=1t:57443&ictx=111",
One Clinic центр лечение боли,· Medical group,Oncological clinics,Shymkent,Kazakhstan,5,-2,Abay Ave 42а,· 8 (700) 990 9001,⋅ Closes 7 PM,Open,"https://www.google.com/maps/dir//One+Clinic+%D1%86%D0%B5%D0%BD%D1%82%D1%80+%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B1%D0%BE%D0%BB%D0%B8,+Abay+Ave+42%D0%B0,+Shymkent+160000/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91bdffb52c663:0xafb3305d05137a61?sa=X&ved=1t:57443&ictx=111",
Promed Clinic Центр лечения позвоночника и суставов,· Medical clinic,Oncological clinics,Shymkent,Kazakhstan,5,-1,Muhammed Haidar Dulati St 176/1,· 8 (700) 811 1010,⋅ Closes 10 PM,Open,"https://www.google.com/maps/dir//Promed+Clinic+%D0%A6%D0%B5%D0%BD%D1%82%D1%80+%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D1%8F+%D0%BF%D0%BE%D0%B7%D0%B2%D0%BE%D0%BD%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B0+%D0%B8+%D1%81%D1%83%D1%81%D1%82%D0%B0%D0%B2%D0%BE%D0%B2,+Muhammed+Haidar+Dulati+St+176%2F1,+Shymkent+160000/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91db1d22c5845:0x4c0a601cfd4668f4?sa=X&ved=1t:57443&ictx=111",
Облыстық балалар емханасы,· Hospital,Oncological clinics,Shymkent,Kazakhstan,3.8,-76,9J5F+Q5G,· 8 (7252) 77 31 57,⋅ Closes 6 PM,Open,"https://www.google.com/maps/dir//9J5F%2BQ5G+%D0%9E%D0%B1%D0%BB%D1%8B%D1%81%D1%82%D1%8B%D2%9B+%D0%B1%D0%B0%D0%BB%D0%B0%D0%BB%D0%B0%D1%80+%D0%B5%D0%BC%D1%85%D0%B0%D0%BD%D0%B0%D1%81%D1%8B,+Shymkent/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91dab229ffeab:0xfcd594189f06022?sa=X&ved=1t:57443&ictx=111",
ALYA MED,· Medical Center,Oncological clinics,Shymkent,Kazakhstan,3.4,-23,Manshuq Mametova St 154а,· 8 (747) 261 1911,⋅ Closes 6 PM,Open,"https://www.google.com/maps/dir//ALYA+MED,+Manshuq+Mametova+St+154%D0%B0,+Shymkent+160009/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91d1f225c8995:0xa52470f30330ca69?sa=X&ved=1t:57443&ictx=111",
Дар Редо,· Medical Center,Oncological clinics,Shymkent,Kazakhstan,4,-13,Nursat 165/2,· 8 (701) 773 8303,⋅ Opens 9 AM Mon,Closed,"https://www.google.com/maps/dir//%D0%94%D0%B0%D1%80+%D0%A0%D0%B5%D0%B4%D0%BE,+Nursat+165%2F2,+Shymkent+160000/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91d5e7612b5bd:0x436479819beccf?sa=X&ved=1t:57443&ictx=111",
Медицинский центр Neurolife Шымкент,· Medical Center,Neurosurgery,Shymkent,Kazakhstan,5,-1,Muhammed Haidar Dulati St 2,· 8 (778) 838 0737,⋅ Opens 8:30 AM Mon,Closed,https://neurolab.kz/?city=shimkent,
Meditsinskiy Tsentr Bolezney Sustavov,· Medical clinic,Neurosurgery,Shymkent,Kazakhstan,4.3,-46,улица Сасбукаева 32а,· 8 (7252) 43 22 55,⋅ Opens 9 AM Mon,Closed,http://sustav-med.kz/,
Doctor Orynbayeva,· Medical Center,Neurosurgery,Shymkent,Kazakhstan,3.6,-91,Ulitsa M.smatlayev 60,· 8 (7252) 40 07 03,⋅ Closes 4 PM,Open,,
Promed Clinic Центр лечения позвоночника и суставов,· Medical clinic,Neurosurgery,Shymkent,Kazakhstan,5,-1,Muhammed Haidar Dulati St 176/1,· 8 (700) 811 1010,⋅ Closes 10 PM,Open,https://promedclinic.kz/,
Neuromed Clinic,· Medical Center,Neurosurgery,Shymkent,Kazakhstan,5,-2,Кәрім Мамбетов көшесі,· 8 (700) 565 9091,⋅ Closes 8 PM,Open,https://instagram.com/neuromed_clinic_shymkent?igshid=MzRlODBiNWFlZA==,
Мед Центр SUNKAR,· Hospital,Neurosurgery,Shymkent,Kazakhstan,3.8,-101,8JG3+2FP,· 8 (7252) 53 09 94,⋅ Closes 5 PM,Open,,
Oblastnaya Klinicheskaya Bol'nitsa,· Hospital,Neurosurgery,Shymkent,Kazakhstan,3.5,-154,"8J73+W5G, Mayly Kozha",· 8 (7252) 53 63 11,⋅ Closes 8 PM,Open,,
Mrt Ekspert Shymkent,· Medical Center,Neurosurgery,Shymkent,Kazakhstan,3.5,-21,Muhammed Haidar Dulati St 4/1,· 8 (747) 646 4136,⋅ Closes 12 AM,Open,https://www.instagram.com/mrtexpert_shymkent?igsh=MXI3b2xnMGVkdWRodQ%3D%3D&utm_source=qr,
Altyn Ine,· Doctor,Neurosurgery,Shymkent,Kazakhstan,4.8,-4,7HM3+JG7,· 8 (707) 925 9212,⋅ Opens 4 PM,Closed,https://koshkard.wixsite.com/altynine,
Daumed,· Hospital,Neurosurgery,Shymkent,Kazakhstan,3.2,-250,Abay Ave 4,· 8 (7252) 35 07 07,⋅ Opens 8 AM Mon,Closed,http://daumed.kz/,
Tsentr Esteticheskoy Meditsiny Almy Sagatovny,· Skin care clinic,Neurosurgery,Shymkent,Kazakhstan,5,-2,Микрорайон Север 20,· 8 (707) 728 8246,⋅ Closes 6 PM,Open,https://www.instagram.com/kosmetologalma/,
Yunussov's Logocenter,· Speech pathologist,Neurosurgery,Shymkent,Kazakhstan,5,-24,Divayev St 40,· 8 (701) 762 2442,⋅ Closes 7 PM,Open,,
Bestmed Clinic,· Medical clinic,Ent clinics,Shymkent,Kazakhstan,3.4,-12,8H59+3W3,8 (7252) 40 33 41,,,"https://www.google.com/maps/dir//8H59%2B3W3+Bestmed+Clinic,+Shymkent/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x38a91953b305d965:0x7bacdb12b7e9c7fd?sa=X&ved=1t:57443&ictx=111",
Jak Med,· Medical clinic,Ent clinics,Shymkent,Kazakhstan,4.5,-13,"ул. ​Тамерлановское шоссе, 46/43",,,Open 24 hours,https://www.instagram.com/jakmed_shymkent/,
Tsentr Narodnogo Lecheniya I Lechebnogo Golodaniya,· Medical clinic,Ent clinics,Shymkent,Kazakhstan,4.6,-34,Gagarin St 56,· 8 (7252) 56 57 04,,Open 24 hours,http://www.klinika-golodaniya.kz/about-us,
Drip Clinic,· Physical therapy clinic,Ent clinics,Shymkent,Kazakhstan,5,-4,Konayev Ave 89,· 8 (771) 656 5841,⋅ Closes 8 PM,Open,https://dripclinic.kz/,
Diagnostic Center,· Diagnostic center,Ent clinics,Shymkent,Kazakhstan,3.4,-182,Baytursynov St 68А,· 8 (7252) 99 78 78,⋅ Opens 8 AM Mon,Closed,https://diagnostik.kz/,
Медицинский центр DiVera,· Medical clinic,Ent clinics,Shymkent,Kazakhstan,4.1,-14,Ulitsa S. Bayterekova 51/1,· 8 (775) 007 8381,⋅ Closes 6 PM,Open,http://www.divera.kz/,
Asia Med,· Fertility clinic,Ent clinics,Shymkent,Kazakhstan,4.2,-21,Микрорайон Спортивный д. 23,,,,,
Tsentr Golodaniya Karatau,· Medical clinic,Ent clinics,Shymkent,Kazakhstan,3.7,-9,Muhammed Haidar Dulati St 221,· 8 (701) 092 2777,⋅ Closes 7 PM,Open,,
Gastromed,· Gastroenterologist,Gastroenterology clinics,Shymkent,Kazakhstan,3,-21,Kolhoznaya Street 16,· 8 (701) 092 3353,⋅ Opens 9 AM Mon,Closed,https://www.instagram.com/gastromed_shymkent/?hl=ru,
Diagnostic Center,· Diagnostic center,Gastroenterology clinics,Shymkent,Kazakhstan,3.4,-182,Baytursynov St 68А,· 8 (7252) 99 78 78,⋅ Opens 8 AM Mon,Closed,https://diagnostik.kz/,
Jak Med,· Medical clinic,Gastroenterology clinics,Shymkent,Kazakhstan,4.5,-13,"ул. ​Тамерлановское шоссе, 46/43",,,Open 24 hours,https://www.instagram.com/jakmed_shymkent/,
Oblastnaya Klinicheskaya Bol'nitsa,· Hospital,Gastroenterology clinics,Shymkent,Kazakhstan,3.5,-154,"8J73+W5G, Mayly Kozha",· 8 (7252) 53 63 11,⋅ Closes 8 PM,Open,,
Doctor Orynbayeva,· Medical Center,Gastroenterology clinics,Shymkent,Kazakhstan,3.6,-91,Ulitsa M.smatlayev 60,· 8 (7252) 40 07 03,⋅ Closes 4 PM,Open,,
Eko Tsentr Doktora Tararaka,· Medical clinic,Gastroenterology clinics,Shymkent,Kazakhstan,4.3,-34,Qazybek Bi St 33,· 8 (777) 230 8585,⋅ Opens 9 AM Mon,Closed,http://www.tararaka.com/,
Медицинский центр DiVera,· Medical clinic,Gastroenterology clinics,Shymkent,Kazakhstan,4.1,-14,Ulitsa S. Bayterekova 51/1,· 8 (775) 007 8381,⋅ Closes 6 PM,Open,http://www.divera.kz/,
Klinika Shcherbakova,· Medical clinic,Gastroenterology clinics,Shymkent,Kazakhstan,3.8,-54,"8JH2+436, Konayev Ave",· 8 (7252) 77 11 85,⋅ Opens 8:30 AM Mon,Closed,,
ASTANA VISION г. Шымкент,· Eye Care Clinic,Ophthalmology  clinics,Shymkent,Kazakhstan,4.8,-174,53 проспект Кунаева,· 8 (747) 623 5096,⋅ Opens 9 AM Mon,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjykrjOyuiLAxUFWJEFHWTYJQ0YABAAGgJscg&co=1&gclid=Cj0KCQiA_Yq-BhC9ARIsAA6fbAircoOgG5ZpPMaDDSc_iNnQwvTXrgzibo22FZp42j4aJZCrhUv-cg0aAkCPEALw_wcB&ohost=www.google.com&cid=CAESVeD2tF0eyrCklMJxSU9_nFVWZRaQp3f8pcSm1AZTNDJE_7gJ8t9Kmr2jVtZuZJ-Bogr2kGVU9i50lrKzhFbfTjUUI5O7Fa3wexImdAMNoxXiz7OVyyg&sig=AOD64_1Lao2xvcZeSA3c3dWcgF1VTCLbRA&q=&ctype=99&ved=2ahUKEwiD7rLOyuiLAxXzi8MKHTtvO3YQhKwBegQIExAP&adurl=,
Astana Vision (бывш. Микрохирургия глаза),· Ophthalmologist,Ophthalmology  clinics,Shymkent,Kazakhstan,4.8,-176,Konayev Ave 53,· 8 (747) 623 5096,⋅ Opens 9 AM Mon,Closed,http://shymkent.vision.kz/,
Kaznii Glaznykh Bolezney V G. Shymkent,· Ophthalmology clinic,Ophthalmology  clinics,Shymkent,Kazakhstan,4,-5,Argynbekova St 54,· 8 (700) 075 0775,⋅ Opens 8 AM Mon,Closed,https://shymkent.eyeinst.kz/,
CRYSTAL CORNEA офтальмологический центр,· Eye care center,Ophthalmology  clinics,Shymkent,Kazakhstan,4.2,-23,Qazybek Bi St 57,· 8 (777) 998 4060,⋅ Opens 9 AM Mon,Closed,,
Oftal'mologicheskaya Klinika Medik-Servis,· Eye care center,Ophthalmology  clinics,Shymkent,Kazakhstan,4.3,-29,"микрорайон Восток 32,Шымкент, Казахстан",· 8 (701) 914 8895,⋅ Opens 9 AM Mon,Closed,http://medserv.kz/,
Kazakhskiy Nii,· Ophthalmologist,Ophthalmology  clinics,Shymkent,Kazakhstan,5,-1,Argynbekova St 54,,,,,
"Optika "" Dana """,· Optician,Ophthalmology  clinics,Shymkent,Kazakhstan,4.1,-51,Qazybek Bi St 12,,⋅ Closes 8 PM,Open,https://instagram.com/dana_optika_kz?igshid=MzRlODBiNWFlZA==,
Tsentr Esteticheskoy Meditsiny Almy Sagatovny,· Skin care clinic,Dermatology clinics,Shymkent,Kazakhstan,5,-2,Микрорайон Север 20,· 8 (707) 728 8246,⋅ Closes 6 PM,Open,https://www.instagram.com/kosmetologalma/,
"Too Meditsinskiy Tsentr ""Venera""",· Dermatologist,Dermatology clinics,Shymkent,Kazakhstan,3.9,-24,Aibergenov Street 7Б,· 8 (771) 672 3367,⋅ Closes 6 PM,Open,http://venera-kz.okis.ru/,
Косметология в Шымкенте | Клиника лазерной медицины,· Skin care clinic,Dermatology clinics,Shymkent,Kazakhstan,4.7,-93,Aibergenov Street 1а,· 8 (705) 439 2150,⋅ Closes 7 PM,Open,,
Клиника эстетической косметологии,· Skin care clinic,Dermatology clinics,Shymkent,Kazakhstan,4.5,-2,Ulitsa Shayakhmetova 5/2,· 8 (702) 771 4400,,Open now,,
Клиника Флебологии и Лазерной Медицины,· Medical clinic,Dermatology clinics,Shymkent,Kazakhstan,4,-34,Valikhanov Street 200 Б,· 8 (701) 770 6857,⋅ Opens 9 AM Mon,Closed,http://www.klinikaven.com/,
"Tsentr Kosmetologii ""Lyudmila""",· Beauty salon,Dermatology clinics,Shymkent,Kazakhstan,4.6,-177,Konayev Ave 39,· 8 (701) 322 5803,⋅ Closes 6 PM,Open,http://www.ludmila.kz/,
"""Kasimov"" Lecheniye I Profilaktika Kozhnykh Venericheskikh Zabolevaniy",· Doctor,Dermatology clinics,Shymkent,Kazakhstan,5,-3,"8HFJ+254, Unnamed Road",· 8 (701) 181 2898,⋅ Closes 4 PM,Open,,
Jak Med,· Medical clinic,Dermatology clinics,Shymkent,Kazakhstan,4.5,-13,"ул. ​Тамерлановское шоссе, 46/43",,,Open 24 hours,https://www.instagram.com/jakmed_shymkent/,
Doctor Orynbayeva,· Medical Center,Dermatology clinics,Shymkent,Kazakhstan,3.6,-91,Ulitsa M.smatlayev 60,· 8 (7252) 40 07 03,⋅ Closes 4 PM,Open,,
Медицинский центр DiVera,· Medical clinic,Dermatology clinics,Shymkent,Kazakhstan,4.1,-14,Ulitsa S. Bayterekova 51/1,· 8 (775) 007 8381,⋅ Closes 6 PM,Open,http://www.divera.kz/,
Promed Clinic Центр лечения позвоночника и суставов,· Medical clinic,Dermatology clinics,Shymkent,Kazakhstan,5,-1,Muhammed Haidar Dulati St 176/1,· 8 (700) 811 1010,⋅ Closes 10 PM,Open,https://promedclinic.kz/,
Многопрофильная Клиника DL-эко,· Hospital,Dermatology clinics,Shymkent,Kazakhstan,3.9,-56,Yelshibek Batyr St,· 8 (7252) 57 00 80,⋅ 3 PM,Closes soon,,
Eko Tsentr Doktora Tararaka,· Medical clinic,Dermatology clinics,Shymkent,Kazakhstan,4.3,-34,Qazybek Bi St 33,· 8 (777) 230 8585,⋅ Opens 9 AM Mon,Closed,http://www.tararaka.com/,
Oblastnoy Kozhno-Venerologicheskiy Dispanser Yuko,· Hospital,Dermatology clinics,Shymkent,Kazakhstan,3.3,-40,"8JJJ+4HJ, б/н, Zhybek Zholy St",8 (7252) 49 03 85,,,,
Diagnostic Center,· Diagnostic center,Dermatology clinics,Shymkent,Kazakhstan,3.4,-182,Baytursynov St 68А,· 8 (7252) 99 78 78,⋅ Opens 8 AM Mon,Closed,https://diagnostik.kz/,
Asia Med,· Fertility clinic,Dermatology clinics,Shymkent,Kazakhstan,4.2,-21,Микрорайон Спортивный д. 23,,,,,
Клиника COSMO в Шымкенте,· Skin care clinic,Dermatology clinics,Shymkent,Kazakhstan,3.2,-12,Divayev St 12,· 8 (7252) 55 00 55,⋅ 3 PM,Closes soon,,
Medvoyage,· Hospital,Dermatology clinics,Shymkent,Kazakhstan,3.7,-19,G. Ilyaev St 7,· 8 (701) 997 7773,⋅ 3 PM,Closes soon,,
"GRAND CLINICA, ТОО, медицинский центр",· Medical Center,Dermatology clinics,Shymkent,Kazakhstan,4,-11,Zheltoqsan St 35,· 8 (7252) 53 74 44,⋅ Opens 8 AM Mon,Closed,,
"Meditsinskiy Tsentr ""Baldyrgan""",· Medical Center,Dermatology clinics,Shymkent,Kazakhstan,3.7,-74,Sayram St 117,· 8 (7252) 49 77 98,⋅ Opens 9 AM Mon,Closed,http://baldirgan-med.kz/?utm_source=google_maps&utm_medium=click&utm_campaign=site,
"Доктор Ахметова А.Н. | Медицинский Центр ""Ультра""",· Medical Center,Dermatology clinics,Shymkent,Kazakhstan,4.5,-103,Adyrbekov St 94,· 8 (7252) 43 33 00,⋅ Opens 9 AM Mon,Closed,,
Daumed,· Hospital,Dermatology clinics,Shymkent,Kazakhstan,3.2,-250,Abay Ave 4,· 8 (7252) 35 07 07,⋅ Opens 8 AM Mon,Closed,http://daumed.kz/,
Promed Clinic Центр лечения позвоночника и суставов,· Medical clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Muhammed Haidar Dulati St 176/1,· 8 (700) 811 1010,⋅ Closes 10 PM,Open,https://promedclinic.kz/,
Ozdorovitel'nyy Tsentr Irina,· Rehabilitation center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,7JVF+H4V,· 8 (702) 688 1001,⋅ Opens 9 AM Mon,Closed,,
Ортопедический Центр-ORTO CLINIC,· Orthopedic clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4,-4,Zheltoqsan St 19,· 8 (707) 756 5689,⋅ Closes 7 PM,Open,https://ortopedia-shymkent.kz/,
"Медицинский центр ""Клиника позвоночника""",· Hospital,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.2,-5,Erimbetova 59-11,· 8 (702) 668 4117,⋅ Opens 9 AM Mon,Closed,,
Miramed Clinic,· Orthopedic clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-3,"Нурсат 1, 157А",· 8 (775) 445 4039,⋅ Opens 9 AM Mon,Closed,,
"Центр развития речи ""Өркен""",· Halfway house,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Manshuq Mametova St 104,· 8 (701) 745 7439,⋅ 3 PM,Closes soon,http://centrorken.kz/,
Ria Med,· Medical Center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.3,-9,"мкр. Восток, 89/2",· 8 (705) 242 9793,⋅ Opens 9 AM Mon,Closed,https://www.instagram.com/riamed_clinic/,
"""REFRAME"" Тұлғалық Дамыту Орталығы",· Psychologist,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Yelshibek Batyr St 83,· 8 (778) 200 0313,⋅ Opens 9 AM Mon,Closed,,
Jak Med,· Medical clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.5,-13,"ул. ​Тамерлановское шоссе, 46/43",,,Open 24 hours,https://www.instagram.com/jakmed_shymkent/,
MC Atameken,· Medical Center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,3.3,-34,улица Кулагер 194,· 8 (775) 668 7291,⋅ Opens 9 AM Mon,Closed,https://mc-atameken.kz/,
CRYSTAL CORNEA офтальмологический центр,· Eye care center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.2,-23,Qazybek Bi St 57,· 8 (777) 998 4060,⋅ Opens 9 AM Mon,Closed,,
ПСИХИКАЛЫҚ ДЕНСАУЛЫҚ ОРТАЛЫҒЫ,· Medical Center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,"8H7C+F5C, Kremlin Street",,,,,
Центр мануальной терапии,,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Kaldayakov Street 2,8 (7252) 56 82 85,,,http://cmtclinic.kz/,
Bestmed Clinic,· Medical clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,3.4,-12,8H59+3W3,8 (7252) 40 33 41,,,,
